Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Type Num,Strain [minNm]
L,302.7,310.7,1597,41.9,15,0,0,0,0,0,0,0,628.5
L,302.9,310.8,1610,32.2,17,0,0,0,0,0,0,0,547.4000000000001
L,302.7,310.7,1398,57.7,19,0,0,0,0,0,0,0,1096.3
L,302.7,310.7,1977,20.0,21,0,0,0,0,0,0,0,420.0
L,302.8,310.8,1516,39.5,23,0,0,0,0,0,0,0,908.5
H,302.7,310.8,1275,55.0,25,1,0,1,0,0,0,2,1375.0
L,302.8,310.8,1402,50.5,30,0,0,0,0,0,0,0,1515.0
M,302.8,310.8,1451,44.7,32,0,0,0,0,0,0,1,1430.4
M,302.7,310.8,1555,36.1,35,0,0,0,0,0,0,1,1263.5
L,302.8,310.9,1636,35.0,38,0,0,0,0,0,0,0,1330.0
L,302.8,310.9,1312,52.2,40,1,0,1,0,0,0,0,2088.0
L,302.8,310.9,1708,29.8,42,0,0,0,0,0,0,0,1251.6000000000001
M,302.9,311.0,1556,36.5,44,0,0,0,0,0,0,1,1606.0
H,302.8,311.0,1436,43.5,47,0,0,0,0,0,0,2,2044.5
M,302.9,311.0,1402,40.7,52,0,0,0,0,0,0,1,2116.4
M,302.9,311.0,1437,49.9,55,0,0,0,0,0,0,1,2744.5
M,302.9,311.1,1926,21.8,58,0,0,0,0,0,0,1,1264.4
L,303.0,311.2,1800,23.7,61,0,0,0,0,0,0,0,1445.7
L,303.0,311.2,1641,32.6,63,0,0,0,0,0,0,0,2053.8
L,303.0,311.2,1374,48.2,65,1,0,1,0,0,0,0,3133.0
L,303.0,311.2,1494,37.0,67,0,0,0,0,0,0,0,2479.0
L,303.0,311.2,1601,32.9,69,0,0,0,0,0,0,0,2270.1
L,302.9,311.2,1634,36.9,71,0,0,0,0,0,0,0,2619.9
M,302.9,311.2,1467,37.7,73,0,0,0,0,0,0,1,2752.1000000000004
L,302.8,311.1,1550,32.3,76,0,0,0,0,0,0,0,2454.7999999999997
L,302.8,311.1,1563,32.2,78,0,0,0,0,0,0,0,2511.6000000000004
L,302.7,310.9,1395,48.3,80,0,0,0,0,0,0,0,3864.0
M,302.8,311.0,1507,33.4,82,0,0,0,0,0,0,1,2738.7999999999997
L,302.8,311.0,1564,38.5,85,0,0,0,0,0,0,0,3272.5
L,302.8,311.1,1721,30.0,87,0,0,0,0,0,0,0,2610.0
L,302.8,311.1,1456,36.1,89,0,0,0,0,0,0,0,3212.9
H,302.9,311.2,2102,17.8,91,0,0,0,0,0,0,2,1619.8
L,302.9,311.1,1555,33.9,96,0,0,0,0,0,0,0,3254.3999999999996
L,303.0,311.2,1409,41.9,98,0,0,0,0,0,0,0,4106.2
M,303.0,311.2,1387,41.4,100,0,0,0,0,0,0,1,4140.0
M,303.0,311.2,1460,43.9,103,0,0,0,0,0,0,1,4521.7
L,303.0,311.2,1361,47.6,106,1,0,1,0,0,0,0,5045.6
M,303.0,311.1,1490,43.0,108,0,0,0,0,0,0,1,4644.0
L,303.1,311.2,1399,49.2,111,0,0,0,0,0,0,0,5461.200000000001
L,303.1,311.1,1420,55.8,113,0,0,0,0,0,0,0,6305.4
L,303.0,311.0,1359,44.2,115,1,0,1,0,0,0,0,5083.0
M,303.0,311.1,1372,54.3,117,1,0,1,0,0,0,1,6353.099999999999
M,303.0,311.0,1409,41.7,120,0,0,0,0,0,0,1,5004.0
H,302.9,311.0,1452,58.3,123,0,0,0,0,0,0,2,7170.9
L,302.9,311.0,1820,24.6,128,0,0,0,0,0,0,0,3148.8
H,302.9,311.0,1469,48.7,130,0,0,0,0,0,0,2,6331.0
L,302.9,311.1,1556,45.3,135,0,0,0,0,0,0,0,6115.5
L,303.0,311.1,1980,20.2,137,0,0,0,0,0,0,0,2767.4
M,303.0,311.2,1519,38.0,139,0,0,0,0,0,0,1,5282.0
L,303.0,311.2,1456,44.0,142,0,0,0,0,0,0,0,6248.0
L,303.1,311.2,1394,45.3,144,0,0,0,0,0,0,0,6523.2
L,303.0,311.3,1365,56.2,146,1,0,1,0,0,0,0,8205.2
L,303.0,311.3,2194,16.5,148,0,0,0,0,0,0,0,2442.0
L,303.1,311.3,1403,55.6,150,0,0,0,0,0,0,0,8340.0
H,303.0,311.2,1503,37.0,152,0,0,0,0,0,0,2,5624.0
L,303.0,311.3,1793,29.3,157,0,0,0,0,0,0,0,4600.1
L,303.1,311.4,1829,24.5,159,0,0,0,0,0,0,0,3895.5
M,303.1,311.4,1831,23.3,161,0,0,0,0,0,0,1,3751.3
M,303.0,311.3,1335,53.6,164,1,0,1,0,0,0,1,8790.4
H,303.1,311.3,2056,19.7,167,0,0,0,0,0,0,2,3289.9
L,303.1,311.3,1336,52.6,172,1,0,1,0,0,0,0,9047.2
L,303.0,311.2,1341,51.0,174,1,0,1,0,0,0,0,8874.0
M,303.0,311.1,1526,37.3,176,0,0,0,0,0,0,1,6564.799999999999
L,303.0,311.1,1525,40.7,179,0,0,0,0,0,0,0,7285.3
M,303.0,311.1,1428,39.8,181,0,0,0,0,0,0,1,7203.799999999999
L,303.0,311.2,1511,45.7,184,0,0,0,0,0,0,0,8408.800000000001
L,303.0,311.2,1664,29.8,186,0,0,0,0,0,0,0,5542.8
M,303.0,311.2,1592,38.9,188,0,0,0,0,0,0,1,7313.2
M,303.0,311.1,1597,36.7,191,0,0,0,0,0,0,1,7009.700000000001
L,303.0,311.2,1735,26.1,194,0,0,0,0,0,0,0,5063.400000000001
L,302.9,311.2,1751,23.8,196,0,0,0,0,0,0,0,4664.8
L,303.0,311.2,1383,44.6,198,0,0,0,0,0,0,0,8830.800000000001
M,302.9,311.2,1330,53.7,200,1,0,1,0,0,0,1,10740.0
L,303.0,311.2,1382,50.5,203,0,0,0,0,0,0,0,10251.5
L,303.0,311.2,1755,30.4,205,0,0,0,0,0,0,0,6232.0
M,303.0,311.2,1614,35.7,207,0,0,0,0,0,0,1,7389.900000000001
L,303.0,311.3,1466,43.0,210,0,0,0,0,0,0,0,9030.0
M,303.1,311.3,1847,24.7,212,0,0,0,0,0,0,1,5236.4
L,303.1,311.3,1474,34.8,215,0,0,0,0,0,0,0,7481.999999999999
L,303.1,311.3,1657,31.8,217,0,0,0,0,0,0,0,6900.6
L,303.1,311.2,1435,40.1,219,0,0,0,0,0,0,0,8781.9
H,303.1,311.3,1494,42.7,221,0,0,0,0,0,0,2,9436.7
L,303.2,311.4,1238,54.6,226,1,0,1,0,1,0,0,12339.6
L,303.2,311.4,1324,54.2,228,1,0,1,0,1,0,0,12357.6
L,303.2,311.4,1514,41.2,230,0,0,0,0,0,0,0,9476.0
L,303.3,311.4,1732,25.6,232,0,0,0,0,0,0,0,5939.200000000001
L,303.3,311.4,1497,46.0,234,1,1,0,0,0,0,0,10764.0
L,303.3,311.4,1958,21.5,0,0,0,0,0,0,0,0,0.0
L,303.3,311.4,1630,32.5,2,0,0,0,0,0,0,0,65.0
M,303.3,311.4,1395,59.1,4,0,0,0,0,0,0,1,236.4
L,303.3,311.4,1658,30.5,7,0,0,0,0,0,0,0,213.5
L,303.2,311.4,1349,51.1,9,1,0,1,0,0,0,0,459.90000000000003
L,303.1,311.2,1452,52.9,11,0,0,0,0,0,0,0,581.9
M,303.1,311.1,1594,35.5,13,0,0,0,0,0,0,1,461.5
M,303.1,311.0,1510,47.6,16,0,0,0,0,0,0,1,761.6
L,303.1,311.1,1854,22.6,19,0,0,0,0,0,0,0,429.40000000000003
L,303.1,311.2,1626,32.3,21,0,0,0,0,0,0,0,678.3
L,303.1,311.2,1628,35.2,23,0,0,0,0,0,0,0,809.6
L,303.1,311.2,1679,34.8,25,0,0,0,0,0,0,0,869.9999999999999
M,303.1,311.2,1489,44.5,27,0,0,0,0,0,0,1,1201.5
L,303.2,311.2,1439,43.9,30,0,0,0,0,0,0,0,1317.0
L,303.3,311.3,1350,48.1,32,1,0,1,0,0,0,0,1539.2
H,303.3,311.2,1607,31.7,34,0,0,0,0,0,0,2,1077.8
L,303.3,311.3,1389,53.9,39,0,0,0,0,0,0,0,2102.1
M,303.3,311.3,1566,46.1,41,0,0,0,0,0,0,1,1890.1000000000001
M,303.4,311.4,1307,54.0,44,1,0,1,0,0,0,1,2376.0
M,303.3,311.5,1569,36.6,47,0,0,0,0,0,0,1,1720.2
H,303.3,311.4,1651,30.6,50,0,0,0,0,0,0,2,1530.0
H,303.3,311.4,1692,27.9,55,0,0,0,0,0,0,2,1534.5
M,303.3,311.5,1373,47.3,60,1,0,1,0,0,0,1,2838.0
L,303.2,311.4,1610,35.5,63,0,0,0,0,0,0,0,2236.5
L,303.3,311.4,1511,43.4,65,0,0,0,0,0,0,0,2821.0
L,303.3,311.5,1412,55.6,67,0,0,0,0,0,0,0,3725.2000000000003
L,303.4,311.5,1501,36.2,69,0,0,0,0,0,0,0,2497.8
L,303.4,311.5,1414,44.8,71,0,0,0,0,0,0,0,3180.7999999999997
H,303.5,311.5,1629,33.5,73,0,0,0,0,0,0,2,2445.5
L,303.4,311.5,1879,21.3,78,0,0,0,0,0,0,0,1661.4
H,303.5,311.6,1466,47.0,80,0,0,0,0,0,0,2,3760.0
H,303.6,311.7,1476,40.1,85,0,0,0,0,0,0,2,3408.5
L,303.6,311.8,1695,30.7,90,0,0,0,0,0,0,0,2763.0
L,303.6,311.7,1491,39.8,92,0,0,0,0,0,0,0,3661.6
M,303.6,311.8,1659,34.7,94,0,0,0,0,0,0,1,3261.8
L,303.6,311.8,1567,31.7,97,0,0,0,0,0,0,0,3074.9
L,303.6,311.8,1736,32.9,99,0,0,0,0,0,0,0,3257.1
M,303.6,311.8,1421,44.8,101,0,0,0,0,0,0,1,4524.799999999999
M,303.6,311.8,1627,30.8,104,0,0,0,0,0,0,1,3203.2000000000003
M,303.5,311.6,1562,34.2,107,0,0,0,0,0,0,1,3659.4
L,303.5,311.6,2183,17.0,110,0,0,0,0,0,0,0,1870.0
L,303.5,311.6,1577,38.1,112,0,0,0,0,0,0,0,4267.2
M,303.4,311.5,1560,36.4,114,0,0,0,0,0,0,1,4149.599999999999
M,303.4,311.5,1483,43.0,117,0,0,0,0,0,0,1,5031.0
L,303.5,311.5,1535,33.3,120,0,0,0,0,0,0,0,3995.9999999999995
M,303.4,311.4,1606,29.6,122,0,0,0,0,0,0,1,3611.2000000000003
M,303.4,311.5,1817,24.7,125,0,0,0,0,0,0,1,3087.5
L,303.4,311.5,1424,50.8,128,0,0,0,0,0,0,0,6502.4
L,303.3,311.6,1514,34.7,130,0,0,0,0,0,0,0,4511.0
L,303.4,311.6,1449,41.7,132,0,0,0,0,0,0,0,5504.400000000001
M,303.5,311.6,1573,34.0,134,0,0,0,0,0,0,1,4556.0
L,303.4,311.6,1564,41.9,137,0,0,0,0,0,0,0,5740.3
L,303.5,311.6,1428,46.2,139,0,0,0,0,0,0,0,6421.8
L,303.5,311.7,1620,31.0,141,0,0,0,0,0,0,0,4371.0
H,303.5,311.7,1584,32.7,143,0,0,0,0,0,0,2,4676.1
L,303.6,311.8,1222,66.8,148,1,0,1,0,0,0,0,9886.4
M,303.6,311.8,1432,42.5,150,0,0,0,0,0,0,1,6375.0
L,303.7,311.9,1561,33.3,153,0,0,0,0,0,0,0,5094.9
L,303.6,311.8,1614,33.2,155,0,0,0,0,0,0,0,5146.0
L,303.5,311.7,1959,22.3,157,0,0,0,0,0,0,0,3501.1
L,303.5,311.8,1944,23.5,159,0,0,0,0,0,0,0,3736.5
L,303.4,311.7,1793,25.8,161,0,0,0,0,0,0,0,4153.8
M,303.4,311.6,1446,50.0,163,0,0,0,0,0,0,1,8150.0
L,303.4,311.7,1673,32.2,166,0,0,0,0,0,0,0,5345.200000000001
M,303.4,311.7,1515,44.2,168,0,0,0,0,0,0,1,7425.6
L,303.4,311.8,1564,35.9,171,0,0,0,0,0,0,0,6138.9
L,303.5,311.8,1451,45.2,173,0,0,0,0,0,0,0,7819.6
H,303.4,311.8,1693,28.3,175,0,0,0,0,0,0,2,4952.5
L,303.4,311.7,1476,42.3,180,0,0,0,0,0,0,0,7613.999999999999
L,303.4,311.6,1712,30.1,182,0,0,0,0,0,0,0,5478.2
M,303.4,311.6,1425,45.4,184,0,0,0,0,0,0,1,8353.6
L,303.3,311.6,1337,56.8,187,1,0,1,0,0,0,0,10621.6
M,303.4,311.7,1690,34.9,189,0,0,0,0,0,0,1,6596.099999999999
M,303.4,311.7,1353,44.1,192,1,0,1,0,0,0,1,8467.2
L,303.5,311.8,1927,21.9,195,0,0,0,0,0,0,0,4270.5
M,303.4,311.8,1391,42.7,197,0,0,0,0,0,0,1,8411.900000000001
L,303.4,311.8,1366,50.9,200,1,0,1,0,0,0,0,10180.0
L,303.4,311.9,1771,31.6,202,0,0,0,0,0,0,0,6383.200000000001
M,303.4,311.8,1515,42.6,204,0,0,0,0,0,0,1,8690.4
M,303.4,311.8,2133,18.3,207,0,0,0,0,0,0,1,3788.1000000000004
M,303.4,311.8,1341,47.0,210,1,0,1,0,0,0,1,9870.0
L,303.4,311.7,1406,47.1,213,0,0,0,0,0,0,0,10032.300000000001
L,303.4,311.8,1306,61.0,215,1,0,1,0,1,0,0,13115.0
L,303.3,311.7,1508,35.5,217,0,0,0,0,0,0,0,7703.5
L,303.3,311.6,1301,45.1,219,1,0,1,0,0,0,0,9876.9
L,303.3,311.7,1539,38.5,221,0,0,0,0,0,0,0,8508.5
L,303.3,311.6,1484,44.6,223,0,0,0,0,0,0,0,9945.800000000001
L,303.2,311.5,1507,39.2,225,0,0,0,0,0,0,0,8820.0
L,303.2,311.5,1544,42.5,227,0,0,0,0,0,0,0,9647.5
L,303.2,311.5,1513,37.9,0,0,0,0,0,0,0,0,0.0
M,303.2,311.5,1336,58.2,2,1,0,1,0,0,0,1,116.4
M,303.2,311.4,2102,19.0,5,0,0,0,0,0,0,1,95.0
L,303.2,311.4,1351,53.8,8,1,0,1,0,0,0,0,430.4
L,303.3,311.5,1601,35.2,10,0,0,0,0,0,0,0,352.0
L,303.2,311.3,1393,52.9,12,0,0,0,0,0,0,0,634.8
L,303.3,311.3,1592,33.7,14,0,0,0,0,0,0,0,471.80000000000007
L,303.3,311.3,1409,51.8,16,0,0,0,0,0,0,0,828.8
L,303.3,311.3,1393,47.4,18,0,0,0,0,0,0,0,853.1999999999999
H,303.2,311.2,1475,43.1,20,0,0,0,0,0,0,2,862.0
L,303.2,311.2,1427,45.6,25,0,0,0,0,0,0,0,1140.0
L,303.3,311.2,1763,27.3,27,0,0,0,0,0,0,0,737.1
L,303.2,311.2,1363,46.7,29,1,0,1,0,0,0,0,1354.3000000000002
L,303.2,311.2,1404,50.9,31,0,0,0,0,0,0,0,1577.8999999999999
M,303.2,311.2,1688,31.9,33,0,0,0,0,0,0,1,1052.7
L,303.3,311.4,1510,37.3,36,0,0,0,0,0,0,0,1342.8
H,303.3,311.3,1502,39.5,38,0,0,0,0,0,0,2,1501.0
H,303.2,311.4,1607,36.6,43,0,0,0,0,0,0,2,1573.8
M,303.3,311.5,1384,54.8,48,0,0,0,0,0,0,1,2630.3999999999996
L,303.4,311.7,1295,51.3,51,1,0,1,0,0,0,0,2616.2999999999997
H,303.4,311.7,1991,19.0,53,0,0,0,0,0,0,2,1007.0
L,303.4,311.6,1497,42.8,58,0,0,0,0,0,0,0,2482.3999999999996
L,303.5,311.6,1465,48.7,60,0,0,0,0,0,0,0,2922.0
L,303.5,311.6,1361,46.5,62,1,0,1,0,0,0,0,2883.0
L,303.6,311.7,1546,38.5,64,0,0,0,0,0,0,0,2464.0
H,303.7,311.9,1332,52.7,66,1,0,1,0,0,0,2,3478.2000000000003
M,303.7,312.0,2663,11.4,71,1,0,0,1,0,0,1,809.4
L,303.7,312.1,1443,45.9,74,0,0,0,0,0,0,0,3396.6
M,303.7,312.0,1402,48.6,76,0,0,0,0,0,0,1,3693.6
L,303.7,312.0,1892,22.5,79,0,0,0,0,0,0,0,1777.5
M,303.6,312.0,1645,35.7,81,0,0,0,0,0,0,1,2891.7000000000003
L,303.6,311.9,1473,50.1,84,0,0,0,0,0,0,0,4208.400000000001
L,303.6,312.0,1309,52.9,86,1,0,1,0,0,0,0,4549.4
H,303.6,311.9,1544,37.1,88,0,0,0,0,0,0,2,3264.8
L,303.5,311.9,1344,49.3,93,1,0,1,0,0,0,0,4584.9
M,303.6,311.9,1617,36.0,95,0,0,0,0,0,0,1,3420.0
M,303.6,312.0,1435,37.9,98,0,0,0,0,0,0,1,3714.2
L,303.6,312.0,1391,50.3,101,0,0,0,0,0,0,0,5080.299999999999
L,303.6,312.0,1827,23.3,103,0,0,0,0,0,0,0,2399.9
L,303.5,312.0,1761,25.8,105,0,0,0,0,0,0,0,2709.0
L,303.5,312.1,1522,36.4,107,0,0,0,0,0,0,0,3894.7999999999997
M,303.5,312.2,1818,23.6,109,0,0,0,0,0,0,1,2572.4
H,303.6,312.2,1371,54.6,112,1,0,1,0,0,0,2,6115.2
L,303.7,312.3,1511,38.9,117,0,0,0,0,0,0,0,4551.3
L,303.7,312.4,1404,46.6,119,0,0,0,0,0,0,0,5545.400000000001
L,303.7,312.3,1384,45.9,121,0,0,0,0,0,0,0,5553.9
L,303.8,312.5,1368,52.6,123,0,0,0,0,0,0,0,6469.8
L,303.7,312.5,1641,36.0,125,0,0,0,0,0,0,0,4500.0
L,303.9,312.6,1642,32.3,127,0,0,0,0,0,0,0,4102.099999999999
H,303.9,312.7,1401,50.0,129,0,0,0,0,0,0,2,6450.0
L,303.8,312.6,1577,41.3,134,0,0,0,0,0,0,0,5534.2
L,303.7,312.6,1396,44.1,136,0,0,0,0,0,0,0,5997.6
H,303.7,312.6,1514,35.5,138,0,0,0,0,0,0,2,4899.0
L,303.8,312.8,1646,35.8,143,0,0,0,0,0,0,0,5119.4
L,303.8,312.8,1443,40.7,145,0,0,0,0,0,0,0,5901.5
M,303.7,312.7,1469,48.5,147,0,0,0,0,0,0,1,7129.5
H,303.7,312.7,1564,40.2,150,0,0,0,0,0,0,2,6030.0
H,303.6,312.6,1498,40.2,155,0,0,0,0,0,0,2,6231.0
L,303.6,312.6,1699,27.9,160,0,0,0,0,0,0,0,4464.0
L,303.6,312.5,1431,49.0,162,0,0,0,0,0,0,0,7938.0
L,303.5,312.4,1390,47.3,164,0,0,0,0,0,0,0,7757.2
L,303.5,312.5,1380,46.1,166,0,0,0,0,0,0,0,7652.6
L,303.5,312.5,1457,46.4,168,0,0,0,0,0,0,0,7795.2
L,303.5,312.5,1418,42.2,170,0,0,0,0,0,0,0,7174.000000000001
M,303.5,312.5,1353,51.0,172,0,0,0,0,0,0,1,8772.0
L,303.5,312.4,1574,32.7,175,0,0,0,0,0,0,0,5722.500000000001
M,303.5,312.4,1318,54.2,177,0,0,0,0,0,0,1,9593.4
L,303.6,312.5,1710,31.4,180,0,0,0,0,0,0,0,5652.0
L,303.7,312.6,1621,38.8,182,0,0,0,0,0,0,0,7061.599999999999
L,303.6,312.6,1606,33.6,184,0,0,0,0,0,0,0,6182.400000000001
H,303.6,312.5,1375,54.0,186,0,0,0,0,0,0,2,10044.0
L,303.5,312.4,1503,36.5,191,0,0,0,0,0,0,0,6971.5
L,303.5,312.3,1404,48.6,193,0,0,0,0,0,0,0,9379.800000000001
L,303.4,312.2,1656,32.7,195,0,0,0,0,0,0,0,6376.500000000001
M,303.4,312.1,1499,39.4,197,0,0,0,0,0,0,1,7761.799999999999
M,303.4,312.0,1748,28.4,200,0,0,0,0,0,0,1,5680.0
L,303.4,311.9,1531,37.9,203,0,0,0,0,0,0,0,7693.7
M,303.3,311.8,1536,40.6,205,0,0,0,0,0,0,1,8323.0
L,303.4,311.8,1401,53.0,208,1,0,0,0,1,0,0,11024.0
H,303.4,311.9,1534,33.2,210,0,0,0,0,0,0,2,6972.000000000001
L,303.4,312.0,1521,35.9,215,1,1,0,0,0,0,0,7718.5
L,303.5,312.1,1674,30.8,0,0,0,0,0,0,0,0,0.0
M,303.6,312.1,1967,20.9,2,0,0,0,0,0,0,1,41.8
L,303.6,312.2,1696,30.7,5,0,0,0,0,0,0,0,153.5
M,303.6,312.1,1627,32.5,7,0,0,0,0,0,0,1,227.5
L,303.5,311.9,1405,45.6,10,0,0,0,0,0,0,0,456.0
L,303.5,311.9,1565,38.9,12,0,0,0,0,0,0,0,466.79999999999995
L,303.5,311.9,1493,38.7,14,0,0,0,0,0,0,0,541.8000000000001
L,303.4,311.8,1499,45.0,16,0,0,0,0,0,0,0,720.0
L,303.3,311.8,1692,30.6,18,0,0,0,0,0,0,0,550.8000000000001
L,303.4,311.8,2268,15.8,20,0,0,0,0,0,0,0,316.0
L,303.4,311.8,1438,58.9,22,0,0,0,0,0,0,0,1295.8
L,303.5,311.9,1515,39.2,24,0,0,0,0,0,0,0,940.8000000000001
L,303.4,311.9,1491,38.2,26,0,0,0,0,0,0,0,993.2
L,303.5,312.0,1756,29.7,28,0,0,0,0,0,0,0,831.6
L,303.5,312.0,1366,54.5,30,1,0,1,0,0,0,0,1635.0
L,303.5,312.0,1436,45.1,32,0,0,0,0,0,0,0,1443.2
L,303.4,311.9,1377,41.6,34,1,0,1,0,0,0,0,1414.4
M,303.4,311.9,1510,42.2,36,0,0,0,0,0,0,1,1519.2
M,303.4,311.9,1419,50.9,39,0,0,0,0,0,0,1,1985.1
L,303.3,311.8,1315,62.0,42,1,0,1,0,0,0,0,2604.0
H,303.3,311.8,1806,27.7,44,0,0,0,0,0,0,2,1218.8
H,303.3,311.8,1649,29.4,49,0,0,0,0,0,0,2,1440.6
H,303.4,311.9,1402,50.0,54,0,0,0,0,0,0,2,2700.0
L,303.4,311.9,1298,63.9,59,1,0,1,0,0,0,0,3770.1
M,303.3,311.8,1441,44.9,61,0,0,0,0,0,0,1,2738.9
M,303.3,311.8,1489,49.4,64,0,0,0,0,0,0,1,3161.6
L,303.3,311.8,1842,24.5,67,0,0,0,0,0,0,0,1641.5
M,303.4,311.8,1316,50.9,69,1,0,1,0,0,0,1,3512.1
M,303.3,311.8,1583,33.3,72,0,0,0,0,0,0,1,2397.6
M,303.3,311.8,1548,33.5,75,0,0,0,0,0,0,1,2512.5
L,303.4,311.9,1434,44.6,78,0,0,0,0,0,0,0,3478.8
H,303.5,312.0,1397,52.9,80,0,0,0,0,0,0,2,4232.0
M,303.5,312.0,1475,42.9,85,0,0,0,0,0,0,1,3646.5
L,303.5,312.0,1441,56.8,88,0,0,0,0,0,0,0,4998.4
L,303.7,312.1,1363,51.8,90,1,0,1,0,0,0,0,4662.0
L,303.7,312.2,1619,34.9,92,0,0,0,0,0,0,0,3210.7999999999997
L,303.7,312.2,1487,34.0,94,0,0,0,0,0,0,0,3196.0
L,303.7,312.2,1568,33.8,96,0,0,0,0,0,0,0,3244.7999999999997
L,303.7,312.3,1375,46.2,98,0,0,0,0,0,0,0,4527.6
M,303.6,312.3,1698,31.3,100,0,0,0,0,0,0,1,3130.0
L,303.7,312.3,1606,37.4,103,0,0,0,0,0,0,0,3852.2
L,303.7,312.3,1349,51.0,105,0,0,0,0,0,0,0,5355.0
L,303.7,312.4,1535,38.6,107,0,0,0,0,0,0,0,4130.2
M,303.6,312.4,1504,49.5,109,0,0,0,0,0,0,1,5395.5
L,303.5,312.3,1946,21.1,112,0,0,0,0,0,0,0,2363.2000000000003
L,303.5,312.1,1326,55.7,114,0,0,0,0,0,0,0,6349.8
M,303.6,312.3,1915,22.3,116,0,0,0,0,0,0,1,2586.8
L,303.6,312.3,1451,43.4,119,0,0,0,0,0,0,0,5164.599999999999
M,303.5,312.3,1624,34.8,121,0,0,0,0,0,0,1,4210.799999999999
L,303.6,312.4,1781,28.7,124,0,0,0,0,0,0,0,3558.7999999999997
L,303.6,312.5,1345,54.1,126,0,0,0,0,0,0,0,6816.6
L,303.6,312.4,1418,46.0,128,0,0,0,0,0,0,0,5888.0
L,303.7,312.4,1718,26.5,130,0,0,0,0,0,0,0,3445.0
M,303.7,312.4,1631,28.5,132,0,0,0,0,0,0,1,3762.0
L,303.7,312.4,1513,40.1,135,0,0,0,0,0,0,0,5413.5
L,303.7,312.4,1316,59.3,137,0,0,0,0,0,0,0,8124.099999999999
M,303.7,312.4,1474,38.8,139,0,0,0,0,0,0,1,5393.2
L,303.8,312.5,1619,30.9,142,0,0,0,0,0,0,0,4387.8
L,303.7,312.4,1702,31.2,144,0,0,0,0,0,0,0,4492.8
M,303.7,312.4,1540,37.4,146,0,0,0,0,0,0,1,5460.4
M,303.7,312.4,1546,33.7,149,0,0,0,0,0,0,1,5021.3
L,303.7,312.4,1348,51.0,152,0,0,0,0,0,0,0,7752.0
H,303.7,312.5,1520,35.6,154,0,0,0,0,0,0,2,5482.400000000001
M,303.8,312.6,1527,41.9,159,0,0,0,0,0,0,1,6662.099999999999
M,303.8,312.6,1406,47.1,162,0,0,0,0,0,0,1,7630.2
L,303.7,312.5,1462,46.2,165,0,0,0,0,0,0,0,7623.000000000001
M,303.8,312.6,1684,29.3,167,0,0,0,0,0,0,1,4893.1
H,303.8,312.5,1655,28.0,170,0,0,0,0,0,0,2,4760.0
H,303.8,312.5,1748,25.1,175,0,0,0,0,0,0,2,4392.5
L,303.8,312.5,1372,45.7,180,0,0,0,0,0,0,0,8226.0
L,303.7,312.5,1481,33.3,182,0,0,0,0,0,0,0,6060.599999999999
L,303.7,312.4,1512,39.2,184,0,0,0,0,0,0,0,7212.8
L,303.7,312.5,1632,36.6,186,0,0,0,0,0,0,0,6807.6
L,303.7,312.4,1525,43.9,188,0,0,0,0,0,0,0,8253.199999999999
M,303.7,312.3,1756,26.4,190,0,0,0,0,0,0,1,5016.0
L,303.7,312.3,1922,23.1,193,0,0,0,0,0,0,0,4458.3
M,303.8,312.5,1448,44.3,195,0,0,0,0,0,0,1,8638.5
H,303.8,312.5,1447,46.6,198,0,0,0,0,0,0,2,9226.800000000001
M,303.8,312.4,1597,33.4,203,0,0,0,0,0,0,1,6780.2
M,303.7,312.4,1642,32.3,206,0,0,0,0,0,0,1,6653.799999999999
H,303.8,312.5,1525,38.0,209,0,0,0,0,0,0,2,7942.0
H,303.6,312.4,1460,53.7,214,0,0,0,0,0,0,2,11491.800000000001
L,303.6,312.3,2168,17.7,219,0,0,0,0,0,0,0,3876.2999999999997
L,303.6,312.4,1388,41.9,221,0,0,0,0,0,0,0,9259.9
M,303.6,312.3,1630,32.4,223,0,0,0,0,0,0,1,7225.2
L,303.6,312.3,1616,29.3,226,0,0,0,0,0,0,0,6621.8
L,303.6,312.4,2232,16.8,0,0,0,0,0,0,0,0,0.0
H,303.6,312.4,1480,50.7,2,0,0,0,0,0,0,2,101.4
L,303.6,312.4,1363,53.1,7,0,0,0,0,0,0,0,371.7
H,303.6,312.4,1436,45.6,9,0,0,0,0,0,0,2,410.40000000000003
M,303.6,312.5,1607,33.7,14,0,0,0,0,0,0,1,471.80000000000007
M,303.6,312.5,1459,48.2,17,0,0,0,0,0,0,1,819.4000000000001
L,303.5,312.4,1481,43.7,20,0,0,0,0,0,0,0,874.0
M,303.5,312.4,1606,31.7,22,0,0,0,0,0,0,1,697.4
L,303.5,312.3,1681,29.8,25,0,0,0,0,0,0,0,745.0
L,303.5,312.2,1511,37.1,27,0,0,0,0,0,0,0,1001.7
M,303.5,312.3,1593,35.2,29,0,0,0,0,0,0,1,1020.8000000000001
M,303.5,312.3,1532,41.7,32,0,0,0,0,0,0,1,1334.4
H,303.5,312.3,1386,49.0,35,0,0,0,0,0,0,2,1715.0
H,303.4,312.3,1769,27.9,40,0,0,0,0,0,0,2,1116.0
M,303.4,312.2,1561,38.2,45,0,0,0,0,0,0,1,1719.0000000000002
L,303.3,312.2,1457,40.7,48,0,0,0,0,0,0,0,1953.6000000000001
