Type,Rotational speed (rpm),Tool wear (min),Strain (minNm),Power (W),Temperature Difference (K)
-0.4808556169032383,1423.9651333405138,205.63401068167732,6582.383957634196,4793.037280943789,8.438288766193585
3.867463437227056,1305.644755476256,8.265073125545888,417.2297531604827,7174.809994740831,9.413253656277329
1.3468193254732315,1362.2371514998374,127.83816809432122,5966.650387584206,6657.367631184375,11.334681932547342
2.7131338751880674,1677.4931035127886,235.84447262706874,7863.310375280304,5853.390055663254,8.650403143684137
1.6593357428013982,1864.3626570287945,241.48339357003496,5360.603682706203,4284.308066420133,8.610996385797868
1.065452009691072,1392.0620869727463,131.21457588370714,6094.953883580872,6771.245813627272,11.30654520096912
0.0,1484.8662815041544,214.0,8305.124149399742,6033.814876692432,13.393198896289434
0.0,1533.5695462211145,227.77988942971524,8914.011872796193,6295.89831225117,10.707337019009548
1.0,1516.261657967689,201.21645295925612,6849.684993734922,5397.352187788019,11.89814701060765
-0.07752961643254563,1496.4402021379276,202.75164112345618,7177.946125424437,5545.789739731181,9.261235191783738
-0.5948795201520142,1403.3268068524853,204.8358433589359,6606.899096832683,4766.4456644554875,8.210240959696039
0.0,1584.51483439057,214.0,8354.716685022284,6477.7707780827595,8.063160020969507
1.0,1922.29589028458,181.83743384408734,3752.751666435501,4130.011408171863,7.367538312847763
0.14482194523354064,1291.648055864108,200.57928778093415,12000.304154895164,8086.050703422796,13.024838304056336
1.0,2197.586590716412,260.8812983245143,4748.704358888879,4162.122221615359,13.091404361430312
2.865084431058019,1329.3925607831059,251.1905065863481,12118.611919004232,6735.062675242168,9.102779550870256
-0.8685970536709986,1612.202690635455,229.76614991240697,7853.045683613637,5764.741854696061,7.731402946329024
-0.9861599978355626,2542.19399940478,232.79239996753344,3050.5511530558124,3570.6704891369627,13.468167995021737
2.8993401444091376,1639.9736057763655,229.94637079425024,8031.621678407457,5998.788970835359,8.69059387003177
0.6617062180746015,1484.446440373286,268.22322018664295,13959.798846502961,8011.335777734138,9.767658756385064
1.6970635313517666,1864.211745874593,242.42658828379416,5366.074212046006,4267.675800072864,8.554404702972317
2.7422653458484216,1336.5774772678674,250.45359207509054,12060.543055517135,6755.474009886786,9.059792871046898
2.9666494733981414,1277.0015473941673,164.50077369708362,13309.804848501724,10277.829123466126,9.306670105320382
3.064165760391186,1400.222115506113,35.14708831784848,1923.5857840992664,7705.288594884671,12.617374048410758
1.0,1468.9617233706188,191.1952803751311,6761.8594372076495,5415.771515287324,12.53950205599166
3.4644034786689364,1662.5761391467574,233.05421913267915,7974.522028480504,5957.983067299313,8.18203686919795
1.7126141457650421,1813.8453179461776,125.64240826789681,3154.2024759186584,4270.531256148237,8.886215756270445
1.0,1766.6991785859634,254.27524970041597,7314.6922883744455,5299.827936440164,8.50238401917337
0.0,1352.2883499914183,169.6855825004291,10425.317506470908,8698.862603798343,9.631441749957121
2.8369910506174842,1660.3198097321253,212.69592840493988,7216.776089643417,5926.616509937104,11.988088365802772
1.1051010278783728,1705.7079829623503,99.51934419877003,2708.5916039487865,4801.657708297884,9.068469691636453
3.093469647256996,1316.0320256354657,252.56081788354197,12226.592449223108,6697.107278751749,9.182714376539897
0.0,1491.4605989202457,138.5842395680983,6452.4464777639305,7258.153452114053,11.132302994601222
-0.008926046217363037,1521.9372348528232,215.15174278569518,7719.882644559069,5718.586274379276,8.59107395378266
-0.22544707293455357,1305.866022456974,203.84374097891626,9175.221607260222,6154.270318070414,11.805804731282164
0.0,1421.9109443980658,134.87978457103384,7080.577034059038,7790.470613253561,9.264781688537868
0.0,1944.5948208253424,207.25072126358052,5103.323341093765,5016.8120247011275,11.680057701086396
-0.4738795150790527,1425.2278077706915,205.68284339444662,6580.884095741996,4794.664183891387,8.452240969841956
0.0,1483.292740679808,135.31709627192322,6375.0151816445805,7291.746778022459,11.091463703399036
2.8540237293804616,1662.5851560076014,212.8321898350437,7213.5603198929675,5929.047635721715,12.010230848194643
-0.8063461695731972,1598.0065374864619,216.1936538304268,6611.484788324713,5118.396329053245,10.586980786530525
-0.3433153037254355,1453.3829207964795,195.04385619196236,7188.045981541566,5597.266895587238,9.128342348137293
-0.7580425733441609,1670.3371078541238,227.61259602681827,7734.332350332749,5935.017270592396,12.08867237468512
1.6209093562973174,1864.5163625748107,240.52273390743292,5355.031856663111,4301.248309133956,8.66863596555399
2.8075735187467368,1636.3029407498695,229.44165435310705,8040.894695930642,6005.415874135523,8.773183833127932
0.0,1925.4709080423618,205.34028510219233,4753.1224134793865,4667.422566909039,11.099999999999966
1.3046795188543734,1728.8901301689712,218.30467951885439,6629.850711814032,5498.630009259971,8.264852529260148
-0.6022892583877489,1584.2403721307137,225.23891739259173,7811.794606124262,5750.443837515523,7.9977107416122735
3.665096699679098,1679.4269965350782,-39.62741749197744,-1461.794144595829,5128.018238616218,8.483725825080203
2.676387242090552,1638.9595031980434,211.41109793672442,7247.098088693302,5903.693042322297,11.77930341471776
1.6057149002927122,1747.554323818148,218.60571490029272,6632.469719632546,5552.851893713682,7.933713609677969
-0.570592111652485,1454.199736407631,199.72348677182268,7770.709302451399,5921.785993828313,9.799707239078405
-1.220847551775172,1409.9823664792882,192.5706769304731,7752.372099039939,5935.330007869788,10.02729664312136
1.0,2162.5459075219496,250.8201120607578,4621.933411965547,4158.034960987866,12.362835700951404
2.2786040798267218,1349.3383878047653,11.442791840346556,623.7814696225262,7720.136710404825,9.572139592017352
-0.8085596213919765,1597.8693034736975,216.19144037860804,6611.46553129389,5117.997646585462,10.589415583531181
-0.012724203607761941,1413.1781388505087,90.47830765208177,4714.2777292151095,7705.79791527257,10.28727579639225
-0.5438925754699658,1493.8550394342049,173.227115311371,6754.2623589611785,6050.198622821363,10.60706034811094
1.0,2187.394311606955,257.95480234259105,4711.830509516645,4160.93336063119,12.879485686877251
1.777868270354355,1458.117988546931,231.89015578496097,9313.650697481486,6128.445576263465,8.19983711336222
0.0,1443.6141655412696,211.79527815291013,8640.37116234665,6166.897727138225,7.1902867494355975
0.0,1546.3140894020855,160.52563576083418,6972.45756753177,7032.548265451148,11.406570447010404
0.0,1561.41350400817,166.56540160326804,7115.600017997453,6970.446360526172,11.482067520040824
2.231243563273047,1613.2497425309218,226.27183959800175,8099.132837931258,6047.035393828478,9.291880793054256
-1.2152840609526334,1445.4203116761973,18.430568121905267,1077.9869279238424,8919.305495127233,9.921528406095268
0.0,1274.1303905554385,173.59348047222807,10160.362023982936,7797.115223376414,9.240651952777133
0.0,1508.2403615346584,234.20437020972105,10806.733810852675,7286.960594128752,8.140874041944176
1.0,2188.179219657217,258.1801719807851,4714.670166957891,4161.024914889771,12.895805557229234
0.0,1421.479468101374,232.62689942002498,10476.884668727223,6702.278773530556,7.825379884004978
3.9863654647224296,1764.0728516011252,249.85002011194672,7899.215506105173,5826.870221360216,8.20477208734708
1.0492401507981153,1410.829784166198,197.16291743643205,7555.972700641372,5661.773523371748,9.649240150798137
1.3287637455306154,1423.9860446603268,225.60269243742863,9282.617574816166,6134.23498352616,9.00822525804493
1.0218403678779686,1866.912638528488,225.54600919694923,5268.166853342305,4565.347408461711,9.567239448183013
0.0,1501.2292603989076,224.58841385515535,8956.522327449331,6273.7000481419755,10.813719538161532
1.0,2111.0253839186976,236.02709043210126,4435.541339444475,4152.025437530153,11.291616893359052
0.21855478225457092,1294.5236365079284,200.8742191290183,12063.1835183067,8135.383535226284,12.884745913716376
0.0,1554.6480756233395,168.83232272151128,5191.685657740524,5011.581909827488,8.606585817720921
-0.4995006769493975,2408.362686161084,225.49251015424096,3287.9435697840836,3709.8296334479337,12.34885155698358
0.0,1502.076807605597,214.0,8313.689387971159,6110.491500762196,12.47263587225879
-0.8054276576482159,1605.5699040530626,228.69227018001968,7843.260744169708,5761.350301292011,7.794572342351807
0.649546691883631,1311.3323209834616,202.59818676753451,12430.733418838361,8423.749645163569,12.065861285421146
0.0,1490.5214049579683,223.53171759453636,8970.597521640775,6266.350211952283,10.848942746848827
-0.33218549881485826,1639.2495414134846,221.650596983408,7704.820455067868,5964.182824751083,11.364715347985285
3.651904334822696,1670.0761733929078,234.08547384152482,7955.575066966167,5944.442741135417,8.013286098659565
-0.9116958678547032,1442.3625785003414,162.5608198322136,6784.532569924442,6194.673154257327,11.085204628211102
1.733362658261469,1864.0665493669542,243.33406645653673,5371.337585447913,4251.673358102816,8.499956012607763
0.0,1407.8561249579416,132.0114540730493,7094.345020449364,7876.39620542238,9.020973596209183
3.205853057943482,1710.9980079401569,241.2643836373783,7877.205056234006,5843.12732640645,8.477951429719731
1.0,1753.5062366625627,251.48013488613617,7290.195902142097,5304.9654724650345,8.68127136728728
-0.5235304029236,1420.3294256409304,69.5352534801324,4002.82685480801,8163.813535779831,9.776469597076412
0.0,1942.3644643039097,206.99651610822644,4639.339343364844,4559.369381261362,11.099999999999966
1.4107133761825037,1673.5178980717874,212.30357961435746,6341.624828098493,5231.677209473982,11.358928662381718
-0.8526007594016038,1357.2370648265146,15.338167345731037,1272.6173429789237,6513.204626432101,9.655780227820468
-0.16072101087701407,1414.9369115482614,219.59819747280747,8307.781826682703,5607.675736845496,10.580360505438508
1.0,1912.3802288173722,178.99036272974053,3716.8785703947315,4128.8548127799995,7.161371094222653
0.0,1440.4324412001179,212.85585293329407,8654.335396955039,6131.724033459349,6.377179417807918
0.0,1395.267949672214,232.15032635767662,10377.23324139018,6525.639302573642,7.73006527153531
-0.5762188873182357,1279.207364563814,198.9329355775447,9150.983274886308,6158.792118180397,12.437193997172775
3.815759770035286,1373.5405281637472,31.013321264805928,1929.8615940797947,8180.523830201997,13.406547758537071
-0.46258489500154765,1569.5714139751626,222.86394321502632,7790.15440023574,5742.943135608666,8.137415104998475
0.0,1287.0465734149004,172.94767132925497,10204.147883876512,7946.135670463582,9.305232867074459
3.9666412314471278,1368.184236283627,30.1834732270408,1931.1214542825835,8275.926648610613,13.564973293019506
0.0,1461.2239615018946,205.92534616603515,8563.083724519463,6361.572533140521,11.690567939372979
0.0,1402.6105566113606,130.94092992068585,7099.483536380708,7908.465529995503,8.92997904325829
1.251521384136141,1372.3387332815691,128.98174339036632,6010.106248833919,6695.9376986417465,11.325152138413632
1.475540249279348,1739.4834954553196,218.47554024927933,6631.33720016873,5529.405098681403,8.076905725792672
1.9048031394466598,1766.0977946456928,218.90480313944667,6635.071787313185,5606.7230628346815,7.6047165466086195
-1.1109661531627875,1331.7904615982561,217.22258461709302,8389.26534763371,5407.109487867583,11.055483076581394
-0.8582979712976152,1775.6234087083926,232.72468174167852,5912.781683424751,4716.300441288746,11.585829797129781
0.0,1410.8064038771329,232.43284370685697,10436.30761910379,6630.352974071271,7.786568741371376
-0.564215568805496,1408.5696287526216,27.738730541363672,1484.1478802811687,6261.080024305593,9.569264670641633
0.0,1415.968183763221,232.52669425024038,10455.931767725264,6665.138218227913,7.805338850048059
0.0,1478.2545293128233,133.30181172512934,6327.252937885566,7312.468278257199,11.066272646564112
1.0,1530.2688187432768,204.1840717676434,6875.693204971627,5391.897582324846,11.708219406870862
2.1931402423987105,1611.7256096959484,226.0622713331929,8102.98317850561,6049.787015357838,9.32617378184116
3.0831339548942474,1316.6366636386865,252.49880372936548,12221.705733874001,6698.824970063648,9.179096884212935
0.0,1548.9336167867355,168.26932185090988,5192.980559742908,5011.5052653201965,8.561545748072811
-0.4618644337150476,1648.7161036611985,223.46610207201067,7713.807205256452,5955.301539866353,11.585169537315613
-0.19196117276846858,1476.2550277289072,207.6562717906207,6520.27165214522,4860.410612720301,9.016077654463109
2.338326627253557,1617.5330650901424,226.86079644989456,8088.312094316028,6039.302417869497,9.195506035471796
0.0,1579.7651957554338,173.90607830217354,7289.574055761513,6894.968267776682,11.573825978777137
0.0,1563.0465047565995,167.21860190263976,7131.080865092562,6963.7300433796445,11.49023252378297
-0.3592921747828147,1450.794667685184,194.58052693129838,7188.653102641747,5600.361282985933,9.120353912608604
0.0,1529.368862982215,234.5885247814948,10887.060531810566,7429.34560428737,8.217704956298922
3.6352716612686464,1312.0300293151122,8.729456677462707,447.41468403507594,7254.5026232908895,9.436472833873168
2.607975382410079,1309.282215583093,180.64110779154646,13410.950942160358,9925.138254121142,9.37840492351799
-0.9609337515698501,1685.1481638645992,230.4530725219779,7748.392708983789,5921.12191930957,12.4335873776688
0.0,1431.1466367871267,136.7646197524748,7071.529825188121,7734.007252696004,9.424992678960349
-0.6393893869942173,1274.4064065884395,198.04854858208097,9146.6181933587,6159.606449208915,12.550900896589539
1.4678791962341387,1670.9454361694638,211.78908723389276,6352.4291680882525,5244.661690852442,11.353212080376553
3.032444486234363,1604.3186657890783,158.77288859635945,5160.844844373402,5441.327633337061,9.196755551376581
-0.9394740036463409,1251.599975722878,193.84736394895123,9125.882346348037,6163.474840558904,13.091053206563348
0.0,1440.500260256476,212.83324658117473,8654.037746652133,6132.473767395465,6.394510954432753
0.0,1493.2407068667535,214.0,8309.291886673222,6071.124756793917,12.94526451642948
1.0,1978.138184904536,197.87136002209448,3954.779136278391,4136.525037226478,8.528615725737916
-0.8270549584530901,1607.8407706375745,229.05993429370253,7846.610813064383,5762.511467145785,7.772945041546933
0.0,1438.6225414563587,213.4591528478804,8662.278845830426,6111.715744760961,5.91464948329174
1.0,1901.0522558490297,175.73777643189965,3675.8959830419362,4127.533480725888,6.925838982999696
-0.8781430612572158,2512.4893418457345,231.17214591885823,3103.24181471873,3601.5576905532716,13.219729040891545
-0.6415150408839789,1429.6416636243093,17.283030081767958,1003.3969553149172,8722.3770673174,9.864151504088406
0.0,1971.1966359333308,209.82319960130692,4445.1461873902135,4374.955398470145,11.099999999999966
0.0,1491.923970327621,223.67012865075208,8968.753886371982,6267.312928134728,10.844329044974971
-0.570817636172195,2427.9748499473535,226.56226454258294,3253.155157075203,3689.436708470696,12.512880563196012
2.0,1393.2547672128337,210.0,9848.733036081307,6842.663341536211,9.649682185811042
1.31514705690662,1743.0961761293784,108.55132344698465,2862.6603662410057,4618.022163811244,9.005455882927976
0.0,1550.510730296702,234.97292236903095,10967.43806736437,7571.820687047843,8.294584473806143
0.0,1411.0373499861623,132.66068367064537,7091.228718380902,7856.947457216354,9.07615811200485
0.0,1590.6342864746089,214.0,8357.762179780386,6505.034263475078,7.7358404908930085
-0.827994392927031,1361.6169980589884,16.396241104137665,1290.6661127880227,6491.692182105965,9.648398317878096
0.0,1365.421345013841,123.35129490078387,7135.913784476237,8135.825621131626,8.284860066566626
-0.9964247551184023,1430.5005342834236,160.10368210156633,6791.5057573462445,6227.954983267462,11.195352181653911
0.0,1502.4751626491627,234.09954841180297,10784.815572907999,7248.108908224038,8.119909682360555
1.4706714726695784,1507.6409824951209,196.4105993826259,7579.882466943998,6087.654585083615,8.299858496461662
0.0,1557.3037780287812,164.9215112115125,7076.639815712846,6987.349122566819,11.46151889014388
-0.06709710400971236,1643.8399795513978,216.93290289599028,6617.916255195116,5251.548376576627,9.773806814410674
1.0,1747.8427302428456,250.28023945823,7279.680018611927,5307.170929627456,8.758064674673276
1.6513055811379855,1802.9323934425615,123.00613998893338,3109.2326437647125,4324.131087095147,8.904608325658563
2.6485697026004456,1612.3800362453906,161.4600120817969,5161.49743150558,5387.1189132397485,9.235143029739971
-0.909872599465123,1591.5878988331624,216.09012740053487,6610.5841083846535,5099.749357748129,10.700859859411645
2.4146486941534517,1604.1482763224092,209.31718955322762,7296.514326543827,5866.334307294687,11.439043302399526
1.0,2154.0961607007835,248.3939471319082,4591.363733862042,4157.049354705512,12.18714789575885
2.5948419034847876,1310.464228686369,181.23211434318455,13414.654583217289,9912.22386131701,9.38103161930305
2.3897580028873855,1395.4409679884504,210.58463700433109,9645.664861849375,6693.041457012963,9.438975800288713
0.0,1570.2583824009998,170.10335296039997,7199.44946516148,6934.068539838795,11.52629191200497
1.306352471764825,1366.5266379929285,128.3237703388221,5985.10327287524,6673.745836793244,11.3306352471765
1.0,1686.5715709146975,237.2990616344698,7165.912976164494,5331.030868537331,9.58886005539394
-0.6527777564640452,1273.3888905087326,197.86111140950337,9145.693057028333,6159.77903870459,12.574999961635228
3.564155071488789,1735.3625448612377,245.20570578637668,7887.309173015984,5835.66434001201,8.352545724978865
-0.005187698421870612,1428.5460763880862,219.98703075394533,8294.444845139675,5640.503826863616,10.502593849210935
-1.4946871775881236,1391.3612719240075,189.55844104653065,7744.649821592014,5941.0337475208125,10.1231405121559
-0.026262441432234884,1413.3676741800514,89.92323990127836,4695.421671573184,7717.937009132543,10.273737558567776
1.8718682252790617,1324.4538363456986,183.17824017025595,7428.547611904274,5617.606771401116,10.471868225279085
1.384516974248112,1733.840052403383,218.3845169742481,6630.545297675958,5513.0101703584905,8.177031328327034
2.0,1393.1325679354043,210.0,9855.576195617366,6846.83292591756,9.657828804306352
0.0,1424.940778502708,232.68983233641288,10490.04394154393,6725.604550698395,7.8379664672825555
0.0,1494.6040844373476,139.84163377493908,6482.246720466057,7245.224709920469,11.14802042218673
1.0,1767.5641242271693,254.45850089558672,7316.298301848921,5299.491113204145,8.490655942682443
-0.8176955467084412,1773.7962996018798,232.35925992037596,5920.455541672105,4725.522760246512,11.581769554670863
0.8620626035781387,1319.6204415395473,203.44825041431255,12611.966988331436,8565.93882641262,11.662081053201575
1.503543679115633,1741.2197081051693,218.50354367911564,6631.580830008305,5534.449019863145,8.046101952972759
-0.4671292080986268,1649.1004321911998,223.53980891338077,7714.1720541212335,5954.940972738081,11.594119653767699
0.0,1900.0951492160468,202.86651716414255,5113.407010522472,5016.215178087534,11.329321373131366
1.1321751379727967,1686.052118791224,214.81042375824484,6288.981101076859,5168.410828200062,11.386782486202694
1.1462879432903805,1400.63976595451,195.51310496406353,7540.939997584321,5656.563045011879,9.746287943290403
0.0,1445.6468030649592,211.11773231168027,8631.45014210379,6189.368363168422,7.709738561045134
-0.8270920529665855,1361.7776145719479,16.43504172243682,1291.3279791490095,6490.90329935148,9.648127615889962
0.0,1413.3511361246397,133.13288492339584,7088.9621523677,7842.801886371588,9.11629521848864
0.3115072317206241,1515.9643491451438,283.9821745725719,14058.554960654783,7666.978635570149,9.837698553655857
0.0,1538.2377850307225,234.7497779096495,10920.778560907711,7489.113286302451,8.249955581929857
0.0,1377.117309260599,168.44413453697004,10509.48767839343,8985.326697041794,9.755586546303054
-0.7131241122928578,1268.8025674657429,197.0162624279,9141.523123840563,6160.556963689535,12.68362340212709
0.0,1548.0062375000177,234.92738613636396,10957.916441113704,7554.94290547951,8.285477227272747
0.0,1401.2523604555495,130.6637470317448,7100.814014247625,7916.769002656013,8.906418497698303
1.2878006191832103,1420.872847057924,225.02920866856493,9279.78702278556,6134.7630392639,9.081958885470257
3.1091202370464393,1648.3648094818575,231.1001613037554,8010.423400046458,5983.639755331659,8.501791786658199
0.0,1462.8017777816995,205.39940740610018,8556.15886418032,6379.015158760096,12.09378765532311
0.5124826056459336,1497.876565491866,274.938282745933,14001.879905207847,7864.601438910604,9.797503478870796
-0.8136033490614686,1597.556592358189,216.18639665093852,6611.421650863165,5117.089180551986,10.594963683967622
0.0,1421.1428931758887,232.62077987592525,10475.605072055969,6700.0105944879815,7.824155975185032
1.0,1977.6243345900239,197.72381884268012,3952.9201174177697,4136.4651000344065,8.517931709297565
-0.8899009294429607,1425.4586130122013,54.51406189283861,3492.5459854718442,8492.320559116839,9.41009907055705
0.46488436673538125,1502.1604069938157,277.08020349690787,14015.302608580621,7817.797209995135,9.807023126652906
-0.8071452038542326,1378.2424769756144,181.59278908822725,7205.671517746461,5687.101093593986,8.896427398072895
0.0,1902.3573929447064,203.08939831967552,5112.8943838647465,5016.24552016557,11.347151865574002
0.0,1416.1208753675585,232.52947046122833,10456.512273442844,6666.167207230691,7.80589409224565
-0.19207609060194608,1479.9388258390677,203.8871630033786,7781.383454245024,5913.901974737193,9.667226631710708
-0.7460331410149093,1266.301481282867,196.55553602579127,9139.249109955868,6160.981194039845,12.74285965382678
2.030981036507645,1361.211706714312,206.60585335715598,13573.663347704844,9357.769039068913,9.493803792698472
0.0,1399.8752485179234,130.38270377916803,7102.163021859993,7925.188118904883,8.882529821229276
0.0,1462.394316564599,205.53522781180038,8557.947166188706,6374.510709442802,11.989658677619635
2.085709253986321,1434.9573214834857,40.52859910307524,1915.4156722707858,7086.607495644305,11.589994716685638
1.0490083455704888,1695.723485511547,97.10735885953102,2667.4476214759534,4850.697484507788,9.085297496328819
1.0,1919.850760881505,181.13536698577872,3743.9056240208124,4129.726200229916,7.316698988625414
0.4425747571777602,1504.1682718540017,278.0841359270008,14021.593918475872,7795.8597581765525,9.81148504856443
-1.305666159819615,1314.7542110157838,216.73583460045097,8405.960873204533,5366.014565859141,11.152833079909808
0.0,1569.3988413926895,231.31567513743647,8866.915207169346,6320.491420717725,10.589477495418855
0.0,1498.0836432484,141.23345729936,6515.232937994832,7230.913742502053,11.16541821624199
2.692629979439647,1676.098838601896,235.61892977383613,7862.732165420198,5853.817126372373,8.657579507196084
0.0,1884.9031439207106,201.36976787396165,5116.849533889888,5016.011417102647,11.209581429916895
0.08265632653102872,1536.5609306122074,294.2804653061037,14123.09091591825,7441.945306624204,9.883468734693773
0.0,1457.5692617996094,207.14357940013016,8579.123795435047,6321.170136819187,10.756589126566832
1.0871932227395622,1715.4059798098529,218.08719322273956,6627.958581037834,5459.456817185809,8.504087454986445
1.065493436801742,1537.2189791134729,202.08309188477563,7607.96130482964,6059.9052704524665,8.988661157437003
-0.8676774055694216,1353.0782270126756,217.83080648607645,8368.403337527578,5458.459933507284,10.93383870278471
1.824908626519854,1761.144334844231,218.82490862651986,6634.376705050722,5592.33262464863,7.6926005108281075
3.5930772639928836,1381.4457571282526,32.238075048039136,1928.0021951543406,8039.720987440884,13.172731127192545
1.5717738435730564,1864.7129046257078,239.2943460893264,5347.907207318093,4322.909661843472,8.742339234640381
0.0,1880.2858939292942,200.9148663969748,5117.895807286958,5015.949488779992,11.173189311757948
-0.019554930197984488,1405.078219720792,206.970667604703,9604.465610693615,6827.985534906152,9.19804450698019
1.2313975691239012,1728.1887673040544,104.95009547232775,2801.2301169523816,4691.2412713592785,9.030580729262793
3.1763941107422644,1651.0557644296905,231.47016760908247,8003.625375109494,5978.781589823321,8.441245300331955
1.3107073844119816,1678.018167701461,213.20363354029217,6322.7236956538645,5208.962133634855,11.368929261558772
2.5101204490680473,1342.9716876506286,10.979759101863905,593.6843416211539,7640.675894271045,9.54898795509322
2.8308510400497537,1685.4978707233834,237.1393614405473,7866.629999329403,5850.938153171661,8.609202135982544
-1.9693100665081795,1412.8772402660327,204.04603490023774,9571.124797862709,6937.190074247561,9.003068993349181
1.5682605470248838,1666.4282753838802,210.88565507677603,6371.401243387703,5267.462024669219,11.343173945297476
0.0,1460.03414461767,206.32195179410996,8568.305698622447,6348.419208046206,11.38650362451563
0.0,1657.3261758934473,178.94839171364012,5168.418699058628,5012.959067775407,9.415871337091213
-0.07964146793477211,1740.5838660570648,225.71677321141294,6059.947762560328,4893.162259399629,11.50796414679348
3.8975914638761537,1586.1505792586008,152.71685975286692,5159.374094511411,5563.499008883169,9.110240853612407
0.0,1968.8094670104404,209.6364006906838,5097.836278411427,5017.136800796148,11.870912055254653
2.445917168278502,1659.3223674429382,232.9050888510635,7855.774864145454,5858.955848130622,8.743928991102491
0.0,1382.310173884471,168.18449130577645,10527.091489468357,9045.239367552313,9.78155086942242
2.2705555054835633,1395.9177779780657,210.40583325822536,9643.62649914377,6699.717912725225,9.427055550548332
-0.7071673032531449,1383.1242200209401,21.59180596011477,1379.2927830638182,6386.057486207876,9.612150190975928
0.0,1575.7049297635426,172.28197190541704,7251.082734158384,6911.66760739856,11.553524648817682
-0.13666709407759703,1624.9766978676646,218.91333931708635,7691.271029619576,5977.573238961501,11.032334059931932
-0.184686773499652,1479.0807426930564,199.6440835685101,7182.018097392986,5566.543850803222,9.207656613250185
-0.5326106301458868,1614.978140930955,216.46738936985412,6613.866287517731,5167.701021142211,10.285871693160477
2.9632091887329475,1330.511747309844,10.073581622534105,534.7828054647168,7485.167231307905,9.503679081126734
2.4599723337854726,1660.278118697412,233.0596956716402,7856.171219812751,5858.66309647145,8.739009683175052
0.0,1355.1599799946682,169.5420010002666,10435.052332181926,8731.994032147526,9.645799899973374
0.6431886364495201,1311.0843568215312,202.5727545457981,12425.31126916415,8419.495626303034,12.077941590745958
0.0,1475.4974113374572,132.19896453498288,6301.115459479094,7323.807941604422,11.052487056687283
3.759345625486847,1589.0537418647762,153.68458062159206,5159.609112436673,5543.976679526389,9.124065437451337
1.0,1542.3250161981784,206.73835088944458,6898.078907195093,5387.20271221118,11.544745543075583
1.0,1441.6486277861814,185.40860758181807,6711.145036847054,5426.407657955917,12.909849114763698
-0.3902363597602997,1293.3420366582172,201.5366909633558,9163.834667540563,6156.394617072607,12.1024254475685
1.9433568753859056,1768.4881262739261,218.94335687538592,6635.407204815857,5613.667283827472,7.562307437075448
0.0,1579.8727899415946,171.3175162504034,5185.969712624073,5011.92023334259,8.805401300032287
-0.16284811079584893,1538.0990516335642,217.76841788352942,7743.725172362277,5726.850322081921,8.437151889204173
0.0,1346.9475665989023,169.9526216700549,10407.212250770279,8637.243320639507,9.604737832994536
1.9268170436446177,1469.438095316991,233.97543861102466,9323.943057715844,6126.525477350646,7.931729321439753
1.0362388590155553,1401.7541532851822,221.50734402621777,9262.404105157975,6138.005922380927,9.534770053772025
0.6567238860166865,1311.6122315546509,202.62689554406674,12436.85412999503,8428.551729625422,12.052224616568342
1.5863289823392366,1746.3523969050327,218.58632898233924,6632.301062146351,5549.360141354607,7.955038119426792
1.0,1782.992191246545,257.7271591624036,7344.944822899305,5293.483184831054,8.281461813606159
3.3092622987526585,1391.7629508049893,211.963893448129,9661.388385308672,6641.540608941117,9.530926229875236
3.7924461976463206,1588.3586298494272,153.45287661647575,5159.552841464002,5548.650963245334,9.120755380235389
3.739449350291729,1682.8843947885655,-41.48623375729323,-1529.953219412428,5115.039046920911,8.465137662427045
0.0,1441.8845253157103,212.3718248947632,8647.962361114382,6147.776700630171,6.748267580681579
0.7490400538871469,1476.5863951501567,264.2931975750784,13935.170704803824,8097.212754214672,9.750191989222557
1.5059513771948094,1669.2321880262336,211.44643760524673,6359.624810289819,5253.309297486523,11.349404862280485
-0.23098891518232245,1537.6615518744748,182.30132145971265,6728.510387719505,5927.288875571554,10.200285589737
0.9311410825756539,1322.3145022204505,203.72456433030263,12670.877115220517,8612.157541483262,11.530831943106294
2.659374163864892,1338.8672104937154,10.681251672270216,574.2813586975641,7589.449183919547,9.534062583613537
0.0,1530.4005786664181,234.60728324848034,10890.982927257237,7436.298338182895,8.221456649696025
1.2348064362163371,1524.8591301562074,199.71270989297128,7596.227913970208,6071.500962410042,8.700829058432182
0.8443095812955891,1318.928073670528,203.37723832518236,12596.82721092888,8554.060714872998,11.69581179553842
0.6238857644639098,1487.850281198248,269.92514059912406,13970.464214421178,7974.146225998659,9.775222847107202
0.0,1292.1351136539597,172.693244317302,10221.398035286922,8004.844698486528,9.33067556826976
1.0,2131.766451860097,241.98244657369122,4510.578826828509,4154.444743966006,11.72286682085349
-0.29226461915977087,1300.7878889438575,202.9082953317632,9170.60451481606,6155.131663182766,11.92607631448755
3.8599788834389175,1755.4785640738464,248.4597677178281,7895.651404512978,5829.502697039674,8.249007390796313
2.946850648442137,1674.9311362428043,213.5748051875371,7196.034597574123,5942.297102794818,12.130905842974823
1.5781429981177877,1864.6874280075288,239.45357495294468,5348.830734727079,4320.101824997869,8.732785502823285
-0.8095015501233225,1261.4778821906275,195.66697829827348,9134.863442886477,6161.799365419411,12.857102790221921
-0.5999962719698176,1402.400674773463,204.80002609621127,6607.999198473511,4765.252382186349,8.200007456060433
-0.06618622891474102,1643.896453807286,216.93381377108525,6617.924179808442,5251.712441557677,9.772804851806205
